,filtered_street,WEIGHT
2923,Monticello Avenue,4.0
2924,Montreal Avenue,3.0
2925,Montrose Avenue,19.0
2926,Montvale Place,1.0
2927,Monument Walk,5.0
2928,Moore Place,1.0
2929,Moore Street,27.0
2930,Morgan Avenue,75.0
2931,Morgan Place,1.0
2932,Morningside Avenue,19.0
2933,Morningside Drive,8.0
2934,Morningstar Road,25.0
2935,Morris Avenue,208.0
2936,Morris Park Avenue,134.0
2937,Morris Street,3.0
2938,Morrison Avenue,39.0
2939,Morton Place,3.0
2940,Morton Street,4.0
2941,Mosel Avenue,7.0
2942,Mosholu Avenue,9.0
2943,Mosholu Parkway,42.0
2944,Mosholu Parkway Extension,1.0
2945,Mott Avenue,56.0
2946,Mott Street,30.0
2947,Mount Eden Parkway,17.0
2948,Mount Hope Place,13.0
2949,Mount Morris Park West,3.0
2950,Mount Olivet Crescent,3.0
2951,Mountainview Avenue,1.0
2952,Mulberry Street,22.0
2953,Muliner Avenue,3.0
2954,Mundy Lane,1.0
2955,Murdock Avenue,74.0
2956,Murray Street,26.0
2957,Musket Street,2.0
2958,Myrtle Avenue,585.0
2959,Nagle Avenue,53.0
2960,Nameoke Avenue,6.0
2961,Nameoke Street,7.0
2962,Nancy Lane,1.0
2963,Naples Terrace,1.0
2964,Narrows Avenue,5.0
2965,Narrows Road North,42.0
2966,Narrows Road South,2.0
2967,Nashville Boulevard,14.0
2968,Nashville Street,1.0
2969,Nassau Avenue,27.0
2970,Nassau Boulevard,5.0
2971,Nassau Expressway,23.0
2972,Nassau Place,1.0
2973,Nassau Street,19.0
2974,Natick Street,3.0
2975,National Street,25.0
2976,Naughton Avenue,2.0
2977,Nautilus Avenue,1.0
2978,Navesink Place,1.0
2979,Navy Street,21.0
2980,Navy Walk,2.0
2981,Neal Dow Avenue,2.0
2982,Needham Avenue,16.0
2983,Nehring Avenue,1.0
2984,Neill Avenue,12.0
2985,Neilson Street,9.0
2986,Nellis Street,1.0
2987,Nelson Avenue,38.0
2988,Nelson Street,7.0
2989,Neptune Avenue,189.0
2990,Neptune Lane,3.0
2991,Neptune Place,3.0
2992,Nereid Avenue,43.0
2993,Netherland Avenue,9.0
2994,Nevins Street,34.0
2995,New Dorp Lane,26.0
2996,New Dorp Plaza,3.0
2997,New England Thruway,22.0
2998,New Haven Avenue,30.0
2999,New Jersey Avenue,28.0
3000,New Lots Avenue,129.0
3001,New Street,4.0
3002,New Utrecht Avenue,114.0
3003,New York Avenue,171.0
3004,Newark Avenue,3.0
3005,Newbold Avenue,14.0
3006,Newburg Street,9.0
3007,Newel Street,15.0
3008,Newell Street,1.0
3009,Newhall Avenue,2.0
3010,Newkirk Avenue,57.0
3011,Newman Avenue,4.0
3012,Newport Avenue,11.0
3013,Newport Street,42.0
3014,Newton Street,2.0
3015,Newtown Avenue,7.0
3016,Newtown Road,14.0
3017,Nichols Avenue,7.0
3018,Nicolls Avenue,2.0
3019,Nippon Avenue,3.0
3020,Noble Avenue,18.0
3021,Noble Street,2.0
3022,Noel Avenue,1.0
3023,Noel Road,1.0
3024,Noll Street,5.0
3025,Nome Avenue,14.0
3026,Norfolk Street,14.0
3027,Norman Avenue,23.0
3028,Norman Street,5.0
3029,North 1 Street,2.0
3030,North 10 Street,9.0
3031,North 11 Street,9.0
3032,North 12 Street,7.0
3033,North 13 Street,1.0
3034,North 14 Street,3.0
3035,North 3 Street,9.0
3036,North 4 Street,16.0
3037,North 5 Street,8.0
3038,North 6 Street,11.0
3039,North 7 Street,18.0
3040,North 8 Street,9.0
3041,North 9 Street,5.0
3042,North Avenue,1.0
3043,North Bridge Street,4.0
3044,North Burgher Avenue,2.0
3045,North Conduit Avenue,429.0
3046,North Drive,1.0
3047,North Elliott Place,1.0
3048,North End Avenue,6.0
3049,North Gannon Avenue,27.0
3050,North Henry Street,4.0
3051,North Market Street,1.0
3052,North Moore Street,8.0
3053,North Oak Drive,1.0
3054,North Oxford Street,3.0
3055,North Oxford Walk,1.0
3056,North Portland Avenue,20.0
3057,North Railroad Avenue,7.0
3058,North Saint Austins Place,1.0
3059,North Street,3.0
3060,Northern Boulevard,878.0
3061,Northfield Avenue,1.0
3062,Norton Avenue,1.0
3063,Norton Drive,6.0
3064,Norwalk Avenue,3.0
3065,Norway Avenue,3.0
3066,Norwood Avenue,9.0
3067,Nostrand Avenue,637.0
3068,Nunley Court,1.0
3069,Nurge Avenue,5.0
3070,Oak Avenue,5.0
3071,Oak Park Drive,1.0
3072,Oak Point Avenue,32.0
3073,Oak Street,2.0
3074,Oak Terrace,1.0
3075,Oakdale Street,7.0
3076,Oakland Avenue,5.0
3077,Oakland Place,2.0
3078,Oakley Street,3.0
3079,Obrien Avenue,1.0
3080,Occident Avenue,6.0
3081,Ocean Avenue,426.0
3082,Ocean Parkway,293.0
3083,Ocean Terrace,7.0
3084,Oceania Street,5.0
3085,Oceanic Avenue,1.0
3086,Oceanview Avenue,17.0
3087,Oconnell Court,1.0
3088,Odell Street,4.0
3089,Ogden Avenue,63.0
3090,Ogorman Avenue,1.0
3091,Old Amboy Road,2.0
3092,Old Broadway,1.0
3093,Old Kingsbridge Road,1.0
3094,Old Mill Road,3.0
3095,Old New Utrecht Road,1.0
3096,Old Slip,3.0
3097,Old Town Road,4.0
3098,Olinville Avenue,25.0
3099,Olive Street,5.0
3100,Oliver Place,4.0
3101,Oliver Street,2.0
3102,Olmstead Avenue,24.0
3103,Olympia Boulevard,1.0
3104,Onderdonk Avenue,27.0
3105,Oneida Avenue,4.0
3106,Orange Avenue,1.0
3107,Orange Street,1.0
3108,Orchard Beach Road,24.0
3109,Orchard Street,12.0
3110,Oriental Boulevard,3.0
3111,Orinoco Place,1.0
3112,Orloff Avenue,5.0
3113,Osborn Street,5.0
3114,Osborne Place,1.0
3115,Osgood Avenue,5.0
3116,Osgood Street,1.0
3117,Oswego Street,1.0
3118,Otis Avenue,15.0
3119,Otto Road,11.0
3120,Outlook Avenue,3.0
3121,Overbaugh Place,3.0
3122,Overing Street,10.0
3123,Overlook Terrace,10.0
3124,Ovington Avenue,21.0
3125,Oxford Avenue,3.0
3126,Pacific Street,110.0
3127,Paerdegat 12 Street,1.0
3128,Paerdegat 2 Street,1.0
3129,Paerdegat 3 Street,3.0
3130,Paerdegat 7 Street,4.0
3131,Paerdegat Avenue North,2.0
3132,Page Avenue,30.0
3133,Page Place,3.0
3134,Paidge Avenue,1.0
3135,Paladino Avenue,3.0
3136,Palisade Avenue,5.0
3137,Palisade Place,2.0
3138,Palma Drive,3.0
3139,Palmer Avenue,5.0
3140,Palmetto Street,33.0
3141,Parade Place,8.0
3142,Park Avenue,561.0
3143,Park Avenue South,63.0
3144,Park Circle,20.0
3145,Park Drive,8.0
3146,Park Drive East,25.0
3147,Park Hill Avenue,20.0
3148,Park Hill Circle,1.0
3149,Park Hill Lane,3.0
3150,Park Lane,2.0
3151,Park Lane South,57.0
3152,Park Place,90.0
3153,Park Row,16.0
3154,Park Terrace West,1.0
3155,Parkchester Road,4.0
3156,Parker Street,4.0
3157,Parkinson Avenue,2.0
3158,Parkside Avenue,81.0
3159,Parkside Place,8.0
3160,Parkview Avenue,1.0
3161,Parkview Terrace,1.0
3162,Parkville Avenue,5.0
3163,Parrott Place,1.0
3164,Parsons Boulevard,204.0
3165,Patchen Avenue,53.0
3166,Patterson Avenue,1.0
3167,Paul Avenue,10.0
3168,Paulding Avenue,55.0
3169,Payson Avenue,6.0
3170,Pearl Street,64.0
3171,Pearsall Avenue,9.0
3172,Pearson Place,1.0
3173,Pearson Street,7.0
3174,Peartree Avenue,1.0
3175,Peck Avenue,4.0
3176,Peck Slip,4.0
3177,Peconic Street,3.0
3178,Pelham Parkway,15.0
3179,Pelham Parkway North,20.0
3180,Pelham Parkway South,36.0
3181,Pell Place,1.0
3182,Pelton Avenue,4.0
3183,Pendleton Place,2.0
3184,Penelope Avenue,14.0
3185,Penfield Street,1.0
3186,Penn Street,5.0
3187,Pennsylvania Avenue,515.0
3188,Pennsylvania Plaza,13.0
3189,Pennyfield Avenue,1.0
3190,Perkiomen Avenue,3.0
3191,Perot Street,3.0
3192,Perry Avenue,30.0
3193,Perry Street,1.0
3194,Pershing Crescent,3.0
3195,Peters Place,1.0
3196,Pettit Avenue,2.0
3197,Philip Avenue,14.0
3198,Piave Avenue,1.0
3199,Pidgeon Meadow Road,8.0
3200,Piedmont Avenue,1.0
3201,Pierce Avenue,8.0
3202,Pierce Street,3.0
3203,Pierrepont Street,5.0
3204,Pike Slip,1.0
3205,Pike Street,9.0
3206,Pilling Street,6.0
3207,Pilot Street,3.0
3208,Pine Street,24.0
3209,Pinegrove Street,7.0
3210,Pinehurst Avenue,6.0
3211,Pineville Lane,3.0
3212,Pinson Street,7.0
3213,Pitkin Avenue,324.0
3214,Pitman Avenue,19.0
3215,Pitt Street,22.0
3216,Plainview Avenue,3.0
3217,Platinum Avenue,4.0
3218,Platt Street,3.0
3219,Plattsburg Street,3.0
3220,Plattwood Avenue,1.0
3221,Plaza Street East,9.0
3222,Pleasant Avenue,5.0
3223,Pleasant Place,1.0
3224,Pleasantview Street,5.0
3225,Plimpton Avenue,14.0
3226,Plumb 1 Street,4.0
3227,Plumb 2 Street,2.0
3228,Plymouth Avenue,1.0
3229,Polhemas Avenue,6.0
3230,Polhemus Place,1.0
3231,Police Plaza,2.0
3232,Poly Place,4.0
3233,Pompey Avenue,1.0
3234,Pond Place,3.0
3235,Pontiac Place,1.0
3236,Ponton Avenue,4.0
3237,Popham Avenue,3.0
3238,Poplar Avenue,1.0
3239,Poplar Street,2.0
3240,Pople Avenue,1.0
3241,Poppenhusen Avenue,1.0
3242,Port Richmond Avenue,31.0
3243,Portage Avenue,3.0
3244,Portal Street,2.0
3245,Porter Avenue,13.0
3246,Post Avenue,32.0
3247,Post Road,7.0
3248,Powell Avenue,6.0
3249,Powell Street,17.0
3250,Powells Cove Boulevard,4.0
3251,Powers Avenue,3.0
3252,Powers Street,3.0
3253,Poyer Street,3.0
3254,Pratt Avenue,8.0
3255,Prentiss Avenue,4.0
3256,Prescott Avenue,6.0
3257,President Street,47.0
3258,Preston Court,8.0
3259,Prince Street,57.0
3260,Princeton Street,15.0
3261,Prospect Avenue,138.0
3262,Prospect Court,1.0
3263,Prospect Expressway,4.0
3264,Prospect Expressway East,66.0
3265,Prospect Park Southwest,18.0
3266,Prospect Park West,26.0
3267,Prospect Place,56.0
3268,Prospect Street,24.0
3269,Provost Avenue,10.0
3270,Provost Street,9.0
3271,Pugsley Avenue,26.0
3272,Pulaski Avenue,4.0
3273,Pulaski Bridge,13.0
3274,Pulaski Street,31.0
3275,Purdy Avenue,2.0
3276,Purdy Street,6.0
3277,Puritan Avenue,1.0
3278,Purves Street,1.0
3279,Putnam Avenue,70.0
3280,Putnam Avenue West,4.0
3281,Putnam Place,3.0
3282,Quarry Road,5.0
3283,Quay Street,1.0
3284,Queen Street,1.0
3285,Queens Boulevard,693.0
3286,Queens Midtown Tunnel,2.0
3287,Queens Midtown Tunnel Exit,6.0
3288,Queens Plaza North,28.0
3289,Queens Plaza South,70.0
3290,Queens Street,1.0
3291,Queensboro Bridge,17.0
3292,Queensboro Bridge Lower,7.0
3293,Queensboro Bridge Lower Roadway,5.0
3294,Queensboro Bridge Upper,6.0
3295,Queensboro Bridge Upper Roadway,6.0
3296,Quencer Road,4.0
3297,Quentin Road,73.0
3298,Quince Avenue,3.0
3299,Quincy Avenue,11.0
3300,Quincy Street,28.0
3301,Quinn Street,4.0
3302,Quintard Street,2.0
3303,R 10 Street,1.0
3304,Racal Court,3.0
3305,Radcliff Avenue,10.0
3306,Radnor Road,1.0
3307,Radnor Street,1.0
3308,Rae Avenue,3.0
3309,Railroad Avenue,3.0
3310,Raleigh Place,3.0
3311,Ralph Avenue,336.0
3312,Ramona Avenue,1.0
3313,Randall Avenue,94.0
3314,Randolph Street,2.0
3315,Rapelye Street,1.0
3316,Raritan Avenue,1.0
3317,Rathbun Avenue,3.0
3318,Raymond Place,1.0
3319,Reade Street,11.0
3320,Reads Lane,1.0
3321,Rector Place,8.0
3322,Rector Street,1.0
3323,Redfern Avenue,13.0
3324,Redwood Avenue,1.0
3325,Reed Street,2.0
3326,Reeder Street,1.0
3327,Reeds Mill Lane,8.0
3328,Reeve Place,1.0
3329,Reeves Avenue,6.0
3330,Regal Walk,1.0
3331,Regent Place,6.0
3332,Regina Avenue,4.0
3333,Regis Drive,10.0
3334,Reid Avenue,77.0
3335,Remington Street,17.0
3336,Remsen Avenue,272.0
3337,Remsen Place,3.0
3338,Remsen Street,7.0
3339,Rene Court,1.0
3340,Renwick Avenue,1.0
3341,Renwick Street,1.0
3342,Reon Avenue,4.0
3343,Reservoir Avenue,36.0
3344,Reservoir Oval East,2.0
3345,Reservoir Oval West,2.0
3346,Retford Avenue,1.0
3347,Revere Avenue,8.0
3348,Revere Place,2.0
3349,Review Avenue,26.0
3350,Review Place,1.0
3351,Rewe Street,3.0
3352,Reynolds Avenue,1.0
3353,Rhinelander Avenue,27.0
3354,Richards Street,5.0
3355,Richardson Avenue,5.0
3356,Richardson Street,12.0
3357,Richland Avenue,1.0
3358,Richmond Avenue,314.0
3359,Richmond Hill Road,43.0
3360,Richmond Road,162.0
3361,Richmond Street,3.0
3362,Richmond Terrace,148.0
3363,Richmond Valley Road,4.0
3364,Rider Avenue,6.0
3365,Ridge Boulevard,32.0
3366,Ridge Street,9.0
3367,Ridgecrest Avenue,1.0
3368,Ridgewood Avenue,75.0
3369,Ridgewood Place,2.0
3370,Riedel Avenue,1.0
3371,Rio Drive,1.0
3372,Ritter Place,1.0
3373,River Avenue,83.0
3374,River Road,1.0
3375,River Street,1.0
3376,Riverdale Avenue,130.0
3377,Riverside Boulevard,6.0
3378,Riverside Drive,197.0
3379,Riverside Drive West,1.0
3380,Riverton Street,1.0
3381,Rivington Avenue,6.0
3382,Rivington Street,15.0
3383,Robert F Wagner Place,6.0
3384,Roberts Avenue,5.0
3385,Robertson Place,3.0
3386,Robin Lane,1.0
3387,Robinson Street,11.0
3388,Rochambeau Avenue,8.0
3389,Rochester Avenue,91.0
3390,Rockaway Avenue,299.0
3391,Rockaway Beach Boulevard,156.0
3392,Rockaway Boulevard,465.0
3393,Rockaway Freeway,45.0
3394,Rockaway Parkway,380.0
3395,Rockaway Point Boulevard,10.0
3396,Rockefeller Plaza,1.0
3397,Rockland Avenue,28.0
3398,Rockwell Place,3.0
3399,Rockwood Street,2.0
3400,Rocky Hill Road,7.0
3401,Rodman Place,1.0
3402,Rodney Street,15.0
3403,Roebling Street,38.0
3404,Roff Street,2.0
3405,Rogers Avenue,245.0
3406,Rogers Place,4.0
3407,Roma Avenue,4.0
3408,Rombouts Avenue,11.0
3409,Rome Drive,1.0
3410,Roosevelt Avenue,348.0
3411,Roosevelt Drive,1.0
3412,Roosevelt Place,1.0
3413,Ropes Avenue,7.0
3414,Rose Avenue,5.0
3415,Rose Street,1.0
3416,Rosebank Place,2.0
3417,Rosedale Avenue,49.0
3418,Rosewood Place,2.0
3419,Ross Avenue,3.0
3420,Ross Street,12.0
3421,Rossville Avenue,7.0
3422,Roswell Avenue,1.0
3423,Rowland Street,3.0
3424,Royce Place,3.0
3425,Ruby Street,1.0
3426,Rugby Road,10.0
3427,Rumson Road,1.0
3428,Rupert Avenue,1.0
3429,Ruppert Place,1.0
3430,Ruscoe Street,1.0
3431,Russek Drive,1.0
3432,Russell Street,9.0
3433,Rust Street,10.0
3434,Rutgers Slip,3.0
3435,Rutgers Street,2.0
3436,Rutherford Place,1.0
3437,Rutland Road,67.0
3438,Rutledge Avenue,1.0
3439,Rutledge Street,10.0
3440,Ryan Court,1.0
3441,Ryawa Avenue,1.0
3442,Ryder Avenue,1.0
3443,Ryder Street,1.0
3444,Ryer Avenue,29.0
3445,Ryerson Street,1.0
3446,Sable Avenue,2.0
3447,Sacket Avenue,1.0
3448,Sackett Street,17.0
3449,Sackman Street,18.0
3450,Sagamore Avenue,1.0
3451,Sage Street,1.0
3452,Saint Albans Place,1.0
3453,Saint Anns Avenue,104.0
3454,Saint Clair Place,10.0
3455,Saint Edwards Street,14.0
3456,Saint Felix Avenue,1.0
3457,Saint Felix Street,2.0
3458,Saint Francis Place,1.0
3459,Saint James Place,23.0
3460,Saint John Avenue,2.0
3461,Saint Johns Avenue,4.0
3462,Saint Johns Place,167.0
3463,Saint Jude Place,2.0
3464,Saint Lawrence Avenue,22.0
3465,Saint Lukes Place,1.0
3466,Saint Marks Avenue,72.0
3467,Saint Marks Place,36.0
3468,Saint Marys Avenue,4.0
3469,Saint Marys Street,9.0
3470,Saint Nicholas,7.0
3471,Saint Nicholas Avenue,314.0
3472,Saint Nicholas Place,8.0
3473,Saint Nicholas Terrace,11.0
3474,Saint Ouen Street,1.0
3475,Saint Paul Avenue,2.0
3476,Saint Pauls Avenue,9.0
3477,Saint Pauls Court,2.0
3478,Saint Pauls Place,5.0
3479,Saint Peters Avenue,2.0
3480,Saint Raymond Avenue,9.0
3481,Saint Theresa Avenue,4.0
3482,Sampson Avenue,7.0
3483,Sand Lane,21.0
3484,Sandford Street,2.0
3485,Sands Place,1.0
3486,Sands Street,28.0
3487,Sanford Avenue,61.0
3488,Saratoga Avenue,122.0
3489,Saull Street,5.0
3490,Saultell Avenue,11.0
3491,Saunders Street,11.0
3492,Sayres Avenue,20.0
3493,Schaefer Street,15.0
3494,Schenck Avenue,39.0
3495,Schenck Court,1.0
3496,Schenck Street,6.0
3497,Schenectady Avenue,161.0
3498,Schermerhorn Street,34.0
3499,Schley Avenue,11.0
3500,Schmidts Lane,1.0
3501,Schofield Street,1.0
3502,Scholes Street,45.0
3503,School Road,7.0
3504,Schroeders Avenue,10.0
3505,Schurz Avenue,6.0
3506,Schuyler Street,3.0
3507,Scott Avenue,8.0
3508,Scribner Avenue,3.0
3509,Sea Breeze Avenue,4.0
3510,Seabring Street,1.0
3511,Seabury Avenue,4.0
3512,Seabury Place,2.0
3513,Seabury Street,5.0
3514,Seagirt Avenue,6.0
3515,Seagirt Boulevard,94.0
3516,Seaman Avenue,17.0
3517,Seaver Avenue,3.0
3518,Seaview Avenue,97.0
3519,Secor Avenue,5.0
3520,Seddon Street,1.0
3521,Sedgwick Avenue,152.0
3522,Sedgwick Place,2.0
3523,Seeley Street,5.0
3524,Seguine Avenue,5.0
3525,Seguine Loop,1.0
3526,Seguine Place,1.0
3527,Seigel Street,9.0
3528,Selfridge Street,3.0
3529,Selover Road,2.0
3530,Selwyn Avenue,11.0
3531,Senator Street,8.0
3532,Seneca Avenue,52.0
3533,Seneca Street,1.0
3534,Seton Avenue,3.0
3535,Seton Place,1.0
3536,Seward Avenue,40.0
3537,Sexton Place,4.0
3538,Seymour Avenue,15.0
3539,Shad Creek Road,1.0
3540,Shakespeare Avenue,28.0
3541,Shale Street,1.0
3542,Shaler Avenue,1.0
3543,Sharpe Avenue,7.0
3544,Sharrott Avenue,8.0
3545,Sharrotts Road,3.0
3546,Sheepshead Bay Road,35.0
3547,Sheffield Avenue,28.0
3548,Sheldon Avenue,2.0
3549,Shell Road,23.0
3550,Shepherd Avenue,25.0
3551,Sheraden Avenue,4.0
3552,Sheridan Avenue,67.0
3553,Sheridan Expressway,59.0
3554,Sherman Avenue,70.0
3555,Sherman Street,1.0
3556,Shiloh Avenue,1.0
3557,Shiloh Street,1.0
3558,Shirra Avenue,1.0
3559,Shore Avenue,5.0
3560,Shore Boulevard,39.0
3561,Shore Drive,1.0
3562,Shore Front Parkway,33.0
3563,Shore Parkway,123.0
3564,Shore Road,20.0
3565,Shore Road Drive,13.0
3566,Sidway Place,1.0
3567,Signs Road,11.0
3568,Silver Road,1.0
3569,Silver Street,9.0
3570,Simmons Lane,1.0
3571,Simonson Avenue,5.0
3572,Simonson Place,3.0
3573,Simonson Street,1.0
3574,Simpson Street,10.0
3575,Skidmore Avenue,4.0
3576,Skillman Avenue,46.0
3577,Skillman Street,15.0
3578,Sky Lane,1.0
3579,Slaight Street,1.0
3580,Slater Boulevard,3.0
3581,Sloan Street,1.0
3582,Slocum Place,1.0
3583,Slosson Avenue,23.0
3584,Smart Street,4.0
3585,Smedley Street,5.0
3586,Smith Place,1.0
3587,Smith Street,55.0
3588,Snediker Avenue,43.0
3589,Snyder Avenue,107.0
3590,Sobel Court,2.0
3591,Soho Drive,1.0
3592,Somers Street,6.0
3593,Somerset Street,3.0
3594,Sound View Avenue,68.0
3595,South 1 Street,19.0
3596,South 10 Street,3.0
3597,South 2 Street,18.0
3598,South 3 Street,21.0
3599,South 4 Street,29.0
3600,South 5 Place,6.0
3601,South 5 Street,16.0
3602,South 6 Street,2.0
3603,South 8 Street,9.0
3604,South 9 Street,5.0
3605,South Avenue,81.0
3606,South Bridge Street,1.0
3607,South Conduit Avenue,360.0
3608,South Elliott Place,5.0
3609,South End Avenue,17.0
3610,South Gannon Avenue,10.0
3611,South Goff Avenue,2.0
3612,South Oak Drive,5.0
3613,South Oxford Street,9.0
3614,South Pinehurst Avenue,1.0
3615,South Portland Avenue,10.0
3616,South Railroad Avenue,12.0
3617,South Railroad Street,1.0
3618,South Road,23.0
3619,South Street,50.0
3620,South William Street,1.0
3621,Southern Boulevard,322.0
3622,Southern Parkway,11.0
3623,Southgate Street,1.0
3624,Spark Place,1.0
3625,Sparkhill Avenue,1.0
3626,Spencer Avenue,2.0
3627,Spencer Court,2.0
3628,Spencer Place,1.0
3629,Spencer Street,17.0
3630,Spirit Lane,1.0
3631,Spofford Avenue,12.0
3632,Sprague Avenue,1.0
3633,Spratt Avenue,1.0
3634,Spring Street,38.0
3635,Springfield Boulevard,272.0
3636,Springhill Avenue,1.0
3637,Spritz Road,1.0
3638,Stadium Avenue,10.0
3639,Staff Street,2.0
3640,Stagg Street,4.0
3641,Stanhope Street,31.0
3642,Stanley Avenue,102.0
3643,Stanton Street,20.0
3644,Stanwich Street,1.0
3645,Stanwix Street,2.0
3646,Starling Avenue,8.0
3647,Starr Avenue,5.0
3648,Starr Street,20.0
3649,State Street,17.0
3650,Staten Island Expressway,294.0
3651,Station Road,7.0
3652,Stebbins Avenue,14.0
3653,Steenwick Avenue,2.0
3654,Steinway Avenue,3.0
3655,Steinway Street,175.0
3656,Stephen Loop,1.0
3657,Stephen Street,6.0
3658,Stephens Court,1.0
3659,Sterling Place,70.0
3660,Sterling Street,10.0
3661,Steuben Avenue,6.0
3662,Steuben Street,25.0
3663,Stewart Avenue,11.0
3664,Stewart Road,1.0
3665,Stewart Street,1.0
3666,Stickney Place,1.0
3667,Stillwell Avenue,115.0
3668,Stobe Avenue,1.0
3669,Stockholm Street,19.0
3670,Stone Avenue,89.0
3671,Stone Street,5.0
3672,Story Avenue,56.0
3673,Strang Avenue,7.0
3674,Stratford Avenue,26.0
3675,Stratford Road,5.0
3676,Stratton Street,1.0
3677,Strauss Street,21.0
3678,Street,28.0
3679,Strickland Avenue,6.0
3680,Strong Avenue,1.0
3681,Stronghurst Avenue,1.0
3682,Stryker Street,1.0
3683,Stuart Street,8.0
3684,Sturges Street,1.0
3685,Stuyvesant Avenue,46.0
3686,Stuyvesant Place,7.0
3687,Suffolk Street,7.0
3688,Sullivan Place,10.0
3689,Sullivan Street,14.0
3690,Summerfield Avenue,2.0
3691,Summit Avenue,4.0
3692,Sumner Avenue,4.0
3693,Sumner Place,4.0
3694,Sumpter Street,9.0
3695,Sunbury Road,1.0
3696,Sunnyside Avenue,4.0
3697,Sunnyside Terrace,2.0
3698,Sunrise Highway,48.0
3699,Surf Avenue,93.0
3700,Sutphin Boulevard,165.0
3701,Sutter Avenue,371.0
3702,Sutton Place,5.0
3703,Sutton Place South,1.0
3704,Sutton Street,1.0
3705,Suydam Street,14.0
3706,Swan Street,1.0
3707,Swinnerton Street,1.0
3708,Swinton Avenue,2.0
3709,Sycamore Street,3.0
3710,Taaffe Place,12.0
3711,Taipei Court,1.0
3712,Tapscott Street,31.0
3713,Targee Street,80.0
3714,Taylor Avenue,26.0
3715,Taylor Street,6.0
3716,Tehama Street,8.0
3717,Teller Avenue,33.0
3718,Ten Eyck Walk,1.0
3719,Tenbroeck Avenue,7.0
3720,Tenney Place,3.0
3721,Tennis Court,4.0
3722,Tennis Place,1.0
3723,Tennyson Drive,3.0
3724,Terrace Place,3.0
3725,Terrace Street,1.0
3726,Terrace View Avenue,7.0
3727,Thames Street,2.0
3728,Thatford Avenue,4.0
3729,Thayer Street,11.0
3730,Thieriot Avenue,20.0
3731,Thomas Street,2.0
3732,Thompson Street,13.0
3733,Thomson Avenue,57.0
3734,Thornton Place,1.0
3735,Thornycroft Avenue,1.0
3736,Throgs Neck Boulevard,3.0
3737,Throgs Neck Bridge,17.0
3738,Throgs Neck Expressway,15.0
3739,Throgs Neck Expy,1.0
3740,Throop Avenue,92.0
3741,Thursby Avenue,6.0
3742,Thurston Street,3.0
3743,Thwaites Place,5.0
3744,Tibbett Avenue,7.0
3745,Tiebout Avenue,6.0
3746,Tiemann Avenue,6.0
3747,Tiemann Place,2.0
3748,Tierney Place,1.0
3749,Tiffany Place,2.0
3750,Tiffany Street,71.0
3751,Tilden Avenue,69.0
3752,Tilden Street,4.0
3753,Tillary Street,89.0
3754,Tillotson Avenue,35.0
3755,Times Square,3.0
3756,Timpson Place,10.0
3757,Tinton Avenue,28.0
3758,Titus Avenue,1.0
3759,Todt Hill Road,22.0
3760,Token Street,1.0
3761,Tomlinson Avenue,8.0
3762,Tompkins Avenue,120.0
3763,Tompkins Place,1.0
3764,Tonsor Street,1.0
3765,Topping Avenue,15.0
3766,Torry Avenue,3.0
3767,Totten Street,1.0
3768,Tottenville Place,1.0
3769,Townsend Avenue,19.0
3770,Traffic Avenue,4.0
3771,Transverse Road Number Four,15.0
3772,Transverse Road Number One,15.0
3773,Transverse Road Number Three,8.0
3774,Transverse Road Number Two,22.0
3775,Trantor Place,3.0
3776,Tratman Avenue,5.0
3777,Travis Avenue,12.0
3778,Treadwell Avenue,2.0
3779,Triborough Bridge,31.0
3780,Trinity Avenue,7.0
3781,Trinity Place,6.0
3782,Trotting Course Lane,1.0
3783,Troutman Street,31.0
3784,Troy Avenue,97.0
3785,Truxton Street,11.0
3786,Tryon Avenue,4.0
3787,Tudor City Place,2.0
3788,Tudor Place,3.0
3789,Turf Road,1.0
3790,Turin Drive,1.0
3791,Turnbull Avenue,5.0
3792,Turner Avenue,1.0
3793,Tyler Avenue,4.0
3794,Tyndall Avenue,1.0
3795,Tysens Lane,24.0
3796,Ulmer Street,8.0
3797,Undercliff Avenue,23.0
3798,Underhill Avenue,34.0
3799,Union Avenue,123.0
3800,Union Hall Street,10.0
3801,Union Square East,8.0
3802,Union Square West,2.0
3803,Union Street,205.0
3804,Union Turnpike,258.0
3805,Unionport Road,28.0
3806,University Avenue,190.0
3807,University Park,2.0
3808,University Place,5.0
3809,Unknown,45.0
3810,Urbana Street,3.0
3811,Utica Avenue,673.0
3812,Utopia Parkway,87.0
3813,Utter Avenue,3.0
3814,Uxbridge Street,3.0
3815,Valentine Avenue,78.0
3816,Valentine Place,1.0
3817,Valles Avenue,1.0
3818,Van Brunt Street,10.0
3819,Van Buren Street,26.0
3820,Van Dam Street,2.0
3821,Van Sicklen Street,5.0
3822,Van Siclen Avenue,79.0
3823,Van Siderin Avenue,13.0
3824,Van Wyck Expressway (Cdr),1.0
3825,Van Wyck Expwy,963.0
3826,Vanallen Avenue,1.0
3827,Vanburen Street,3.0
3828,Vancleef Street,3.0
3829,Vancortlandt Avenue,1.0
3830,Vancortlandt Avenue East,11.0
3831,Vancortlandt Avenue West,13.0
3832,Vancortlandt Park East,5.0
3833,Vancortlandt Park West,1.0
3834,Vandalia Avenue,19.0
3835,Vandam Street,102.0
3836,Vanderbilt Avenue,105.0
